alojamiento_tipo;categoria;denominacion;via_tipo;via_nombre;numero;bloque;portal;escalera;planta;puerta;cdpostal;localidad;signatura
VIVIENDAS DE USO TU;SIN CATEGORIA;ARQUITECTURA 30;CALLE;de la Arquitectura;30;;;;3;5;28005;Madrid;VT-1872
VIVIENDAS DE USO TU;SIN CATEGORIA;ANTONIO GRILO, 11;CALLE;de Antonio Grilo;11;;;;1;C;28015;Madrid;VT-1878
VIVIENDAS DE USO TU;SIN CATEGORIA;TOLEDO 16, 3º IZD A;CALLE;de Toledo;16;;;;3;IZDA;28005;Madrid;VT-1882
VIVIENDAS DE USO TU;SIN CATEGORIA;JESUS 6;CALLE;de Jesús;6;;;;3;INT;28014;Madrid;VT-1883
VIVIENDAS DE USO TU;SIN CATEGORIA;MARQUES DE TOCA;CALLE;del Marqués de Toca;5;;;;4;IZDA;28012;Madrid;VT-1885
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;del Ferrocarril;29;;;;1;F;28045;Madrid;VT-6730
VIVIENDAS DE USO TU;SIN CATEGORIA;CHUECA INFANTAS;CALLE;de las Infantas;12;;;;1;C;28004;Madrid;VT-815
VIVIENDAS DE USO TU;SIN CATEGORIA;ALBOLA;CALLE;de la Bola;13;;;;5;C;28013;Madrid;VT-816
VIVIENDAS DE USO TU;SIN CATEGORIA;PECES;CALLE;de los Tres Peces;12;;;;BAJO;B;28012;Madrid;VT-818
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA MAYOR;CALLE;de la Colegiata;16;;;;1;DCHA B;28012;Madrid;VT-819
VIVIENDAS DE USO TU;SIN CATEGORIA;SANTA LUCIA-MALASAÑA;CALLE;de Santa Lucía;19;;;;BAJO;D;28004;Madrid;VT-821
VIVIENDAS DE USO TU;SIN CATEGORIA;EL ALAMO;AVDA;de la Virgen del Carmen;2;;;;;;28492;Manzanares el Real;VT-822
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA MAYOR;CALLE;de la Colegiata;16;;;;1;IZDA;28012;Madrid;VT-823
VIVIENDAS DE USO TU;SIN CATEGORIA;GENERAL PARDIÑAS 34 4 E;CALLE;del General Pardiñas;34;;;;4;E;;Madrid;VT-825
VIVIENDAS DE USO TU;SIN CATEGORIA;AUGUSTO FIGUEROA;CALLE;de Augusto Figueroa;33;;;;2;3D;28004;Madrid;VT-827
VIVIENDAS DE USO TU;SIN CATEGORIA;CAÑADA NUEVA 40;CALLE;Cañada Nueva;40;;;;;;28200;San Lorenzo de El Escorial;VT-828
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA CASTILLA;CALLE;del Miosotis;67;;;;1;C;28039;Madrid;VT-831
VIVIENDAS DE USO TU;SIN CATEGORIA;ESPLENDIDO ISIS;CALLE;del Caballero de Gracia;S/N;;;;1;5;28013;Madrid;VT-832
VIVIENDAS DE USO TU;SIN CATEGORIA;FERRAZ 60;CALLE;de Ferraz;60;;;EXT;4;DCHA;28008;Madrid;VT-833
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA MAYOR;CALLE;de la Colegiata;16;;;;1;DCHA;28012;Madrid;VT-834
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA MAYOR;CALLE;de la Colegiata;16;;;;1;IZDA B;28012;Madrid;VT-835
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTO RICO;CALLE;de Puerto Rico;15;;;IZDA;6;7;28016;Madrid;VT-836
VIVIENDAS DE USO TU;SIN CATEGORIA;CASA LAS HERRERAS I;CALLE;Maravillas;S/N;;;;;;28296;Santa María de la Alameda;VT-837
VIVIENDAS DE USO TU;SIN CATEGORIA;MOSTENSES 2-16;PLAZA;de los Mostenses;11;;;1;2;16;28015;Madrid;VT-839
VIVIENDAS DE USO TU;SIN CATEGORIA;MOSTENSES 4-12;PLAZA;de los Mostenses;11;;;1;4;12;28015;Madrid;VT-840
VIVIENDAS DE USO TU;SIN CATEGORIA;MOSTENSES 2-14;PLAZA;de los Mostenses;11;;;1;2;14;28015;Madrid;VT-841
VIVIENDAS DE USO TU;SIN CATEGORIA;JESUS Y MARIA;CALLE;de Jesús y María;34;;;;4;7;28012;Madrid;VT-843
VIVIENDAS DE USO TU;SIN CATEGORIA;QUIÑONES;CALLE;de Quiñones;4;;;;BAJO;IZQDA;28015;Madrid;VT-844
VIVIENDAS DE USO TU;SIN CATEGORIA;MARTIN DE LOS HEROS;CALLE;de Martín de los Heros;17;;;EXT;1;IZQDA;28008;Madrid;VT-845
VIVIENDAS DE USO TU;SIN CATEGORIA;OPERA GARDEN PENTHOUSE ATICO B;PLAZA;de Isabel II;8;;;;AT;B;28013;Madrid;VT-847
VIVIENDAS DE USO TU;SIN CATEGORIA;BARBIERI, Nº 4, 4º C;CALLE;de Barbieri;4;;;;4;C;28004;Madrid;VT-848
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN PISO CENTRO MADRID;CALLE;de los Estudios;2;;;;1;B;28012;Madrid;VT-849
VIVIENDAS DE USO TU;SIN CATEGORIA;OLMO 12;CALLE;del Olmo;12;;;;1;A;28012;Madrid;VT-852
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;5;J;28013;Madrid;VT-1244
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;6;B;28013;Madrid;VT-1245
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;6;C;28013;Madrid;VT-1246
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;6;H;28013;Madrid;VT-1247
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;6;I;28013;Madrid;VT-1248
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;6;J;28013;Madrid;VT-1249
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;A;28013;Madrid;VT-1250
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;B;28013;Madrid;VT-1251
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;C;28013;Madrid;VT-1252
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;D;28013;Madrid;VT-1253
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;E;28013;Madrid;VT-1254
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;F;28013;Madrid;VT-1255
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;G;28013;Madrid;VT-1256
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;H;28013;Madrid;VT-1257
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA CAPITAL;CALLE;Gran Vía;48;;;;8;I;28013;Madrid;VT-1258
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 8º, J;CALLE;Gran Vía;48;;;;8;J;28013;Madrid;VT-1259
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9º, A;CALLE;Gran Vía;48;;;;9;A;28013;Madrid;VT-1260
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9º, B;CALLE;Gran Vía;48;;;;9;B;28013;Madrid;VT-1261
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9º, C;CALLE;Gran Vía;48;;;;9;C;28013;Madrid;VT-1262
VIVIENDAS DE USO TU;SIN CATEGORIA;ALCOCER 41;CALLE;de Alcocer;45;;E;;5;C;28041;Madrid;VT-1571
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN COSME Y SAN DAMIAN 20;CALLE;de San Cosme y San Damián;20;;;;Bajo;Izq.;28012;Madrid;VT-1572
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR 30, 2 A;CALLE;Mayor;30;;;;2;A;28013;Madrid;VT-1573
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR 30, 1 D;CALLE;Mayor;30;;;;1;D;28013;Madrid;VT-1574
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR 30, 4 D;CALLE;Mayor;30;;;;4;D;28013;Madrid;VT-1575
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR 30, 3 C;CALLE;Mayor;30;;;;3;C;28013;Madrid;VT-1576
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR 30, 2 D;CALLE;Mayor;30;;;;2;D;28013;Madrid;VT-1577
VIVIENDAS DE USO TU;SIN CATEGORIA;TIRSO DE MOLINA 14 4D;PLAZA;de Tirso de Molina;14;;;;4;D;28012;Madrid;VT-1581
VIVIENDAS DE USO TU;SIN CATEGORIA;PAULINO CARO AFARO/BOCANGEL 14;CALLE;de Bocángel;14;;;;1;C;28028;Madrid;VT-1582
VIVIENDAS DE USO TU;SIN CATEGORIA;COCUY DOS;CALLE;de Cocuy;2;;;Ctro.;Bajo;A;28033;Madrid;VT-1584
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;2;D;28013;Madrid;VT-1585
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;2;D1;28013;Madrid;VT-1586
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;3;D;28013;Madrid;VT-1587
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;3;D1;28013;Madrid;VT-1588
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;3;I;28013;Madrid;VT-1589
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;3;I1;28013;Madrid;VT-1590
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL, 3 4º D;PLAZA;de la Puerta del Sol;3;;;;4;D;28013;Madrid;VT-1591
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;4;D1;28013;Madrid;VT-1592
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;4;I;28013;Madrid;VT-1593
VIVIENDAS DE USO TU;SIN CATEGORIA;MARQUES DE MONDÉJAR 12;CALLE;del Marqués de Mondéjar;12;;;;2;B;28028;Madrid;VT-1900
VIVIENDAS DE USO TU;SIN CATEGORIA;VIRGEN DEL VAL;CALLE;de la Virgen del Val;4;;23;;3;C;28027;Madrid;VT-1901
VIVIENDAS DE USO TU;SIN CATEGORIA;CADARSO 3;CALLE;de Cadarso;3;;;;1;;28008;Madrid;VT-854
VIVIENDAS DE USO TU;SIN CATEGORIA;TIRSO;CALLE;del Conde de Romanones;1;;;;2º;G;28012;Madrid;VT-855
VIVIENDAS DE USO TU;SIN CATEGORIA;BENAVENTE;CALLE;del Conde de Romanones;1;;;;4;F;28012;Madrid;VT-856
VIVIENDAS DE USO TU;SIN CATEGORIA;CENTRO DE MADRID;CALLE;del Conde de Romanones;2;;;;2;CENTRO;28012;Madrid;VT-857
VIVIENDAS DE USO TU;SIN CATEGORIA;MARQUES DE LEGANES 3;CALLE;del Marqués de Leganés;3;;;;4;D;28004;Madrid;VT-858
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;4;4;;Madrid;VT-859
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;4;3;;Madrid;VT-860
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;4;2;;Madrid;VT-861
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;4;1;;Madrid;VT-862
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS 10;CALLE;de las Huertas;10;;;;3;4;;Madrid;VT-863
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS 10;CALLE;de las Huertas;10;;;;3;2;;Madrid;VT-865
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;3;1;;Madrid;VT-866
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;2;4;;Madrid;VT-867
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;2;3;;Madrid;VT-868
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;2;2;;Madrid;VT-869
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;1;4;;Madrid;VT-871
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;1;3;;Madrid;VT-872
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;1;2;;Madrid;VT-873
VIVIENDAS DE USO TU;SIN CATEGORIA;HUERTAS;CALLE;de las Huertas;10;;;;1;1;;Madrid;VT-874
VIVIENDAS DE USO TU;SIN CATEGORIA;ABASCAL;CALLE;de Modesto Lafuente;46;;;;2;E;28003;Madrid;VT-875
VIVIENDAS DE USO TU;SIN CATEGORIA;ARGUELLES;CALLE;de Blasco de Garay;76;;;;5;DCHA;;Madrid;VT-879
VIVIENDAS DE USO TU;SIN CATEGORIA;BARCELO;CALLE;de Apodaca;9;;;;2;CENTRO;28004;Madrid;VT-884
VIVIENDAS DE USO TU;SIN CATEGORIA;CHAMBERI II;CALLE;de Escosura;17;;;;BAJO;D;28015;Madrid;VT-887
VIVIENDAS DE USO TU;SIN CATEGORIA;CHUECA DUPLEX II;CALLE;de Barbieri;3;;;IZDA;4;4;28004;Madrid;VT-888
VIVIENDAS DE USO TU;SIN CATEGORIA;CHUECA TERRACE II;CALLE;de Hernán Cortés;10;;;;4;IZDA;28004;Madrid;VT-889
VIVIENDAS DE USO TU;SIN CATEGORIA;CHUECA X;CSTAN;de los Capuchinos;4;;;;1;B;28004;Madrid;VT-890
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9º, D;CALLE;Gran Vía;48;;;;9;D;28013;Madrid;VT-1263
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9º, E;CALLE;Gran Vía;48;;;;9;E;28013;Madrid;VT-1264
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9º, F;CALLE;Gran Vía;48;;;;9;F;28013;Madrid;VT-1265
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9º, G;CALLE;Gran Vía;48;;;;9;G;28013;Madrid;VT-1266
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9, H;CALLE;Gran Vía;48;;;;9;H;28013;Madrid;VT-1267
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 9, I;CALLE;Gran Vía;48;;;;9;I;28013;Madrid;VT-1268
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10, B;CALLE;Gran Vía;48;;;;10;B;28013;Madrid;VT-1269
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10, C;CALLE;Gran Vía;48;;;;10;C;28013;Madrid;VT-1270
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10,D;CALLE;Gran Vía;48;;;;10;D;28013;Madrid;VT-1271
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10,E;CALLE;Gran Vía;48;;;;10;E;28013;Madrid;VT-1272
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10, F;CALLE;Gran Vía;48;;;;10;F;28013;Madrid;VT-1273
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10, G;CALLE;Gran Vía;48;;;;10;G;28013;Madrid;VT-1274
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10, H;CALLE;Gran Vía;48;;;;10;H;28013;Madrid;VT-1275
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 10, I;CALLE;Gran Vía;48;;;;10;I;28013;Madrid;VT-1276
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 11, A;CALLE;Gran Vía;48;;;;11;A;28013;Madrid;VT-1277
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 11, B;CALLE;Gran Vía;48;;;;11;B;28013;Madrid;VT-1278
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 11, C;CALLE;Gran Vía;48;;;;11;C;28013;Madrid;VT-1279
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 11, D;CALLE;Gran Vía;48;;;;11;D;28013;Madrid;VT-1280
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 11, E;CALLE;Gran Vía;48;;;;11;E;28013;Madrid;VT-1281
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 11, F;CALLE;Gran Vía;48;;;;11;F;28013;Madrid;VT-1282
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA DELSOL 3;PLAZA;de la Puerta del Sol;3;;;;4;I1;28013;Madrid;VT-1594
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;5;D;28013;Madrid;VT-1595
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL 3;PLAZA;de la Puerta del Sol;3;;;;5;I;28013;Madrid;VT-1596
VIVIENDAS DE USO TU;SIN CATEGORIA;PUERTA SOL, 3 6º D;PLAZA;de la Puerta del Sol;3;;;;6;D;28013;Madrid;VT-1597
VIVIENDAS DE USO TU;SIN CATEGORIA;PALACIO PL CONDE DE MIRANDA 1;PLAZA;del Conde de Miranda;1;;;Izq.;1;E;28005;Madrid;VT-1601
VIVIENDAS DE USO TU;SIN CATEGORIA;SWET HOME MADRID;CALLE;de Santa Isabel;11;;;;4;B;28012;Madrid;VT-1602
VIVIENDAS DE USO TU;SIN CATEGORIA;ANCORA 27 3º4;CALLE;de Áncora;27;;;;3;4;28045;Madrid;VT-1603
VIVIENDAS DE USO TU;SIN CATEGORIA;YOUR NEW HOME IN MADRID/MALCAMPO 16;CALLE;de Malcampo;16;;;;BAJO;9;28002;Madrid;VT-1604
VIVIENDAS DE USO TU;SIN CATEGORIA;PALACIO PL CONDE DE MIRANDA;PLAZA;del Conde de Miranda;1;;1;Dcha.;3;E;28005;Madrid;VT-1607
VIVIENDAS DE USO TU;SIN CATEGORIA;PALACIO PLA CONDE DE MIRANDA II;PLAZA;del Conde de Miranda;1;;1;Dcha.;BAJO;C;28005;Madrid;VT-1608
VIVIENDAS DE USO TU;SIN CATEGORIA;OPERA HOUSE;CALLE;del Arenal;19;;;;5;6;28013;Madrid;VT-1609
VIVIENDAS DE USO TU;SIN CATEGORIA;HORTALEZA 86, 4º IZ.;CALLE;de Hortaleza;86;;;;4;IZ.;28004;Madrid;VT-1610
VIVIENDAS DE USO TU;SIN CATEGORIA;PIS0  MANUEL BECERRA 15;PLAZA;de Manuel Becerra;15;;DUPL.;;6;B;28028;Madrid;VT-1611
VIVIENDAS DE USO TU;SIN CATEGORIA;HERMOSILLA 36;CALLE;de Hermosilla;36;;;;3;DCHA;28001;Madrid;VT-1613
VIVIENDAS DE USO TU;SIN CATEGORIA;MAYOR 11, 1º A;CALLE;Mayor;11;;;;1;A;28013;Madrid;VT-1914
VIVIENDAS DE USO TU;SIN CATEGORIA;SALITRE 42;CALLE;de Salitre;42;;;;BJ;;28012;Madrid;VT-1918
VIVIENDAS DE USO TU;SIN CATEGORIA;FOMENTO 35, 2 A IZDA;CALLE;del Fomento;35;;;;2;A/IZDA;28013;Madrid;VT-1919
VIVIENDAS DE USO TU;SIN CATEGORIA;CASA VALLE DEL TAJUÑA;CALLE;de Zuloaga;6;;;;;;28595;Estremera;VT-1928
VIVIENDAS DE USO TU;SIN CATEGORIA;WHITE HOUSE;CALLE;de San Pedro;9;;;INT;1;DRCH;28014;Madrid;VT-1929
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;;18;;;EXT;3º;IZDA;28005;Madrid;VT-1908
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;;18;;;EXT;2º;IZDA;28005;Madrid;VT-1909
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;;18;;;EXT;1º;IZDA;28005;Madrid;VT-1910
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;;18;;;ext;bajo;izda;28005;Madrid;VT-1911
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Silva;25;;;;2;E;;Madrid;VT-1931
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Valderribas;81;;;;1;D;28007;Madrid;VT-430
VIVIENDAS DE USO TU;SIN CATEGORIA;;CALLE;de Valderribas;81;;;;2;B;28007;Madrid;VT-432
VIVIENDAS DE USO TU;SIN CATEGORIA;GALILEO II;CALLE;de Galileo;19;;;;4;1;;Madrid;VT-899
VIVIENDAS DE USO TU;SIN CATEGORIA;GENOVA;CALLE;de Justiniano;7;;;;1;INT;28004;Madrid;VT-901
VIVIENDAS DE USO TU;SIN CATEGORIA;LITTE HUERTAS ATTIC;CALLE;de San José;8;;;;BAJO;IZQ;28014;Madrid;VT-915
VIVIENDAS DE USO TU;SIN CATEGORIA;LITTE HUERTAS I;CALLE;de San José;8;;;;2;IZQDA;28014;Madrid;VT-916
VIVIENDAS DE USO TU;SIN CATEGORIA;LITTE HUERTAS II;CALLE;de San José;8;;;;2;DCHA;28014;Madrid;VT-917
VIVIENDAS DE USO TU;SIN CATEGORIA;LITTE HUERTAS III;CALLE;de San José;8;;;;1;DCHA;28014;Madrid;VT-918
VIVIENDAS DE USO TU;SIN CATEGORIA;LITTE HUERTAS IV;CALLE;de San José;8;;;;1;IZQDA;28014;Madrid;VT-919
VIVIENDAS DE USO TU;SIN CATEGORIA;MAU PPASANT;CALLE;de Regueros;11;;;;BAJO;IZQDA;28004;Madrid;VT-921
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE I;CALLE;del General Álvarez de Castro;16;;;;2;A;28010;Madrid;VT-924
VIVIENDAS DE USO TU;SIN CATEGORIA;OLAVIDE II;CALLE;del General Álvarez de Castro;16;;;;2;D;28010;Madrid;VT-925
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 12, A;CALLE;Gran Vía;48;;;;12;A;28013;Madrid;VT-1284
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 12, B;CALLE;Gran Vía;48;;;;12;B;28013;Madrid;VT-1285
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 12, C;CALLE;Gran Vía;48;;;;12;C;28013;Madrid;VT-1286
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 12, D;CALLE;Gran Vía;48;;;;12;D;28013;Madrid;VT-1287
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 12, E;CALLE;Gran Vía;48;;;;12;E;28013;Madrid;VT-1288
VIVIENDAS DE USO TU;SIN CATEGORIA;GRAN VIA 48, 3º, C;CALLE;Gran Vía;48;;;;3;C;28013;Madrid;VT-1289
VIVIENDAS DE USO TU;SIN CATEGORIA;CAYE AYALA;CALLE;de Ayala;154;;;;2;A;28009;Madrid;VT-1290
VIVIENDAS DE USO TU;SIN CATEGORIA;CALLE PRECIADOS 10;CALLE;de Preciados;10;;;;2;B;28013;Madrid;VT-1291
VIVIENDAS DE USO TU;SIN CATEGORIA;LA UNION. VIVIENDA LA REINA MARIA LUISA;CALLE;de la Unión;1;;1;;B;;28013;Madrid;VT-1292
VIVIENDAS DE USO TU;SIN CATEGORIA;CALLE PRECIADOS 10;CALLE;de Preciados;10;;;;2;A;28013;Madrid;VT-1293
VIVIENDAS DE USO TU;SIN CATEGORIA;CUESTA SANTO DOMINGO 3, 3º , 5;CUSTA;de Santo Domingo;3;;;;5;14;28013;Madrid;VT-1295
VIVIENDAS DE USO TU;SIN CATEGORIA;CAÑOS DEL PERAL, 5, 4 CENTRO;CALLE;de los Caños del Peral;5;;;;4;CTR;28013;Madrid;VT-1298
VIVIENDAS DE USO TU;SIN CATEGORIA;MADRID CENTER FLAT;CALLE;de Oriente;8;;;;2;A;28005;Madrid;VT-1300
VIVIENDAS DE USO TU;SIN CATEGORIA;JORGE JUAN 54 6-3;CALLE;de Jorge Juan;54;;;;6;IZDA 3;28001;Madrid;VT-1301
VIVIENDAS DE USO TU;SIN CATEGORIA;CADARSO 2;CALLE;de Cadarso;2;;;;7;B;28008;Madrid;VT-1617
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN DIMAS 3;CALLE;de San Dimas;3;;;;4;5;28015;Madrid;VT-1618
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN EUGENIO 8, 5º IZDA;CALLE;de San Eugenio;8;;;;5;IZDA;28012;Madrid;VT-1620
VIVIENDAS DE USO TU;SIN CATEGORIA;SAN EUGENIO 5 DERECHA;CALLE;de San Eugenio;8;;;;5;DCHA;28012;Madrid;VT-1621
VIVIENDAS DE USO TU;SIN CATEGORIA;VIRGEN DEL CORO 6;CALLE;de la Virgen del Coro;6;;;;5;2;28027;Madrid;VT-1622
VIVIENDAS DE USO TU;SIN CATEGORIA;APARTAMENTO GRAN VIA;TRVA;del Horno de la Mata;7;;;;1;A;28004;Madrid;VT-1623
VIVIENDAS DE USO TU;SIN CATEGORIA;CARDENAL CISNEROS 16, 5º A;CALLE;del Cardenal Cisneros;16;;;;5;A;28010;Madrid;VT-1624
VIVIENDAS DE USO TU;SIN CATEGORIA;LISTA 17;CALLE;de José Ortega y Gasset;17;;;B;5;IZQ.;28006;Madrid;VT-1625
VIVIENDAS DE USO TU;SIN CATEGORIA;ATOCHA, 57 3º A;CALLE;de Atocha;57;;;;3;A;28012;Madrid;VT-1627
VIVIENDAS DE USO TU;SIN CATEGORIA;ESPOZ Y MINA, 5, 3 DCHA;CALLE;de Espoz y Mina;5;;;;3;D;28012;Madrid;VT-1629
VIVIENDAS DE USO TU;SIN CATEGORIA;VALLICIERGO;CALLE;de Valliciergo;5;;;;LOFT 4;;28005;Madrid;VT-1631
VIVIENDAS DE USO TU;SIN CATEGORIA;PLAZA DEL ANGEL 15, 1º A;PLAZA;del Ángel;15;;;;1;A;28012;Madrid;VT-1632
VIVIENDAS DE USO TU;SIN CATEGORIA;ALFONSO VI 3;CALLE;de Alfonso VI;3;;;;4;IZDA;28005;Madrid;VT-1633
VIVIENDAS DE USO TU;SIN CATEGORIA;CARLOS ARNICHES 7, 1º D;CALLE;de Carlos Arniches;7;;;;1;D;28005;Madrid;VT-1634
VIVIENDAS DE USO TU;SIN CATEGORIA;FRANCISCO JAVIER SERRANO IGLESIAS;CALLE;de Fernando VI;2;;;;1;DCHA;28004;Madrid;VT-1932
VIVIENDAS DE USO TU;SIN CATEGORIA;GENOVA 23;CALLE;de Génova;23;;;;1;D;28004;Madrid;VT-1935
