ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;TOTAL_ELEM
"3568711";"Circuito deportivo elemental";"085";"LA PAZ";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"440597.409";"4481480.158";"ETRS89";40.48188794;-3.70085782;"CALLE";"PEDRO RICO";"1";"28029";"PARQUE NORTE 3 (ANTONIO LOPEZ AGUADO)";"20103366";"2017-03-08 00:00:00.0";"D0852";"AE21";5
"3569210";"Circuito deportivo elemental";"087";"MIRASIERRA";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"438497.359";"4482668.087";"ETRS89";40.49243629;-3.72574854;"CALLE";"MARIA DE MAEZTU";"108";"28049";"CALLE MARIA DE MAEZTU, 108 C/V SENDA DEL INFANTE";"31052003";"2017-10-09 00:00:00.0";"D0854";"AE21";9
"3573005";"Circuito deportivo elemental";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"446968.129";"4472539.445";"ETRS89";40.40177619;-3.62495143;"CALLE";"LADERA DE LOS ALMENDROS";"14E";"28032";"LADERA DE LOS ALMENDROS, 000014  E";"20151600";"2013-10-20 00:00:00.0";"D1950";"AE21";12
"3573016";"Circuito deportivo elemental";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"447538.376";"4471701.764";"ETRS89";40.39426594;-3.61816273;"AVENIDA";"DEMOCRACIA";"50";"28031";"AVDA DEMOCRACIA, 000050";"20165254";"2013-10-20 00:00:00.0";"D1953";"AE21";11
"3573208";"Circuito deportivo elemental";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449416.792";"4468380.836";"ETRS89";40.36446482;-3.59576665;"CALLE";"MARIA TERESA LEON";"1G";"28051";"MARÍA TERESA LEÓN, 000001  G";"31026567";"2013-10-20 00:00:00.0";"D1854";"AE21";3
"3573331";"Circuito deportivo elemental";"182";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"OPERATIVO";"448854.008";"4469974.395";"ETRS89";40.37878642;-3.60252259;"CALLE";"POZA DE LA SAL";"3";"28031";"POZA DE LA SAL, 000003";"11131688";"2013-10-23 00:00:00.0";"D1851";"AE21";5
"3573333";"Circuito deportivo elemental";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446970.232";"4469259.493";"ETRS89";40.37222835;-3.62465361;"CALLE";"BABILAFUENTE";"2";"28031";"BABILAFUENTE, 000002";"20170570";"2013-10-20 00:00:00.0";"D1853";"AE21";4
"3573466";"Circuito deportivo elemental";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446183.7";"4469509.077";"ETRS89";40.37442636;-3.63393894;"CARRETERA";"VILLAVERDE A VALLECAS";"289";"28031";"CTRA VILLAVERDE A VALLECAS, 000289";"20180908";"2013-10-20 00:00:00.0";"D1856";"AE21";9
"3963526";"Circuito deportivo elemental";"173";"BUTARQUE";"17";"VILLAVERDE";"OPERATIVO";"442618.92";"4466792.656";"ETRS89";40.34971738;-3.67568386;"AVENIDA";"LOS ROSALES";"116";"28021";"AVDA LOS ROSALES, 000116";"31005158";"2013-12-18 00:00:00.0";"D1752";"AE21";15
"451351";"Circuito deportivo elemental";"085";"LA PAZ";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"441321.504";"4481281.733";"ETRS89";40.48015194;-3.69229686;"AVENIDA";"MONFORTE DE LEMOS";"8";"28029";;"20095286";"2014-12-01 00:00:00.0";"D0850";"AE21";3
"451442";"Circuito deportivo elemental";"107";"AGUILAS";"10";"LATINA";"OPERATIVO";"435373.69";"4469890.539";"ETRS89";40.37709464;-3.76130634;"CALLE";"ROMPEDIZO";"15";"28044";;"31008043";"2004-01-01 00:00:00.0";"D1053";"AE21";6
"451531";"Circuito deportivo elemental";"101";"LOS CARMENES";"10";"LATINA";"OPERATIVO";"438156.422";"4472917.16";"ETRS89";40.40457098;-3.72882185;"AVENIDA";"CAPRICHOS";"14";"28011";"PARQUE CARAMUEL";"20148982";"2004-01-01 00:00:00.0";"D1055";"AE21";6
"451569";"Circuito deportivo elemental";"101";"LOS CARMENES";"10";"LATINA";"OPERATIVO";"437386.834";"4472392.482";"ETRS89";40.39978694;-3.73783906;"CALLE";"CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN";"5";"28047";;"31012806";"2004-01-01 00:00:00.0";"D1051";"AE21";3
"3568708";"Circuito deportivo elemental";"097";"ARAVACA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"433267.985";"4478349.75";"ETRS89";40.45313183;-3.78699702;"CALLE";"ESCULTOR PERESEJO";"60";"28023";"ESCULTOR PERESEJO, 60-6 (PARQUE ARROYO POZUELO)";"20063772";"2006-01-25 00:00:00.0";"D0950";"AE21";11
"3568959";"Circuito deportivo elemental";"044";"GUINDALERA";"04";"SALAMANCA";"OPERATIVO";"444014.402";"4477014.432";"ETRS89";40.44189596;-3.66015131;"AVENIDA";"BRASILIA";"6";"28028";"AVENIDA DE BRASILIA, 6";"31026007";"2017-06-01 00:00:00.0";"D0451";"AE21";6
"3569421";"Circuito deportivo elemental";"062";"CUATRO CAMINOS";"06";"TETUAN";"OPERATIVO";"440796.973";"4478265.171";"ETRS89";40.45294030;-3.69820345;"AVENIDA";"GENERAL PERON";"5";"28020";;"11029966";"2004-01-01 00:00:00.0";"D0652";"AE21";9
"3573015";"Circuito deportivo elemental";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"449242.72";"4473418.808";"ETRS89";40.40983985;-3.59821817;"PASEO";"POLIDEPORTIVO";"144";"28032";"PASEO POLIDEPORTIVO, 000144";"20154043";"2013-10-23 00:00:00.0";"D1951";"AE21";11
"3573050";"Circuito deportivo elemental";"113";"SAN ISIDRO";"11";"CARABANCHEL";"OPERATIVO";"438262.046";"4471523.777";"ETRS89";40.39202660;-3.72744206;"CALLE";"EL TOBOSO";"25";"28019";"EL TOBOSO, 000025";"11073134";"2017-09-14 00:00:00.0";"D1156";"AE21";13
"3573330";"Circuito deportivo elemental";"182";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"OPERATIVO";"448301.546";"4470260.534";"ETRS89";40.38133007;-3.60905371;"CALLE";"ZAZUAR";"12";"28031";"ZAZUAR, 000012";"31011883";"2013-10-23 00:00:00.0";"D1850";"AE21";10
"3573332";"Circuito deportivo elemental";"182";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"OPERATIVO";"448611.623";"4469846.573";"ETRS89";40.37762000;-3.60536754;"CALLE";"POZA DE LA SAL";"19";"28031";"POZA DE LA SAL, 000019";"11131700";"2013-10-23 00:00:00.0";"D1855";"AE21";7
"3573350";"Circuito deportivo elemental";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"447019.825";"4469328.459";"ETRS89";40.37285280;-3.62407520;"CALLE";"BABILAFUENTE";"1";"28031";"BABILAFUENTE, 000001";"20170576";"2013-10-20 00:00:00.0";"D1852";"AE21";11
"3740686";"Circuito deportivo elemental";"052";"PROSPERIDAD";"05";"CHAMARTIN";"OPERATIVO";"443654.16";"4478163.306";"ETRS89";40.45222125;-3.66450074;"CALLE";"PADRE CLARET";"38";"28002";"PARQUE RODIGUEZ DE LA FUENTE";"31041818";"2017-12-01 00:00:00.0";"D0501";"AE21";5
"3971913";"Circuito deportivo elemental";"124";"ALMENDRALES";"12";"USERA";"OPERATIVO";"441061.856";"4470414.013";"ETRS89";40.38223207;-3.69435231;"CALLE";"AÑAFIL";"14";"28026";"AÑAFIL, 000014";"31009895";"2016-02-08 00:00:00.0";"D1253";"AE21";8
"451353";"Circuito deportivo elemental";"085";"LA PAZ";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"441083.071";"4481248.953";"ETRS89";40.47983976;-3.69510669;"AVENIDA";"MONFORTE DE LEMOS";"12";"28029";"PARQUE NORTE";"20095292";"2015-12-01 00:00:00.0";"D0851";"AE21";13
"451521";"Circuito deportivo elemental";"104";"ALUCHE";"10";"LATINA";"OPERATIVO";"435282.347";"4472326.805";"ETRS89";40.39903440;-3.76262980;"PASEO";"EXTREMADURA";"351";"28011";"CALLE SESEÑA, 34";"11068877";"2004-01-01 00:00:00.0";"D1054";"AE21";11
"451542";"Circuito deportivo elemental";"103";"LUCERO";"10";"LATINA";"OPERATIVO";"436461.177";"4472216.336";"ETRS89";40.39813003;-3.74872863;"CALLE";"CUART DE POBLET";"19";"28047";"PARQUE CUÑA VERDE";"31016351";"2021-05-06 00:00:00.0";"D1056";"AE21";10
"4792788";"Circuito deportivo elemental";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"447539.093";"4472342.717";"ETRS89";40.40004011;-3.61820709;"CALLE";"CORDEL DE PAVONES";"9";"28032";"CORDEL DE PAVONES, 000009";"31006992";"2017-12-07 00:00:00.0";"D1956";"AE21";8
"4792795";"Circuito deportivo elemental";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"446881.878";"4472327.78";"ETRS89";40.39986388;-3.62595013;"AUTOVIA";"M-40";"1500EX";"28032";"AUTOV M-40, 001500 EX";"31031401";"2017-12-20 00:00:00.0";"D1954";"AE21";8
"4792812";"Circuito deportivo elemental";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"449811.476";"4473216.056";"ETRS89";40.40804781;-3.59149924;"CALLE";"ABAD JUAN CATALAN";"70";"28032";"ABAD JUAN CATALÁN, 000070";"31037333";"2017-12-18 00:00:00.0";"D1957";"AE21";8
"4795141";"Circuito deportivo elemental";"134";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"OPERATIVO";"446093.715";"4470974.621";"ETRS89";40.38762312;-3.63512285;"AVENIDA";"MIGUEL HERNANDEZ";"48";"28038";"AVDA MIGUEL HERNÁNDEZ, 000048";"20035278";"2017-06-08 00:00:00.0";"D1355";"AE21";6
"4986445";"Circuito deportivo elemental";"172";"SAN CRISTOBAL";"17";"VILLAVERDE";"OPERATIVO";"441299.281";"4466363.195";"ETRS89";40.34575672;-3.69118255;"CALLE";"BENIFERRI";"2";"28021";"BENIFERRI, 000002";"11126150";"2018-11-30 00:00:00.0";"D1756";"AE21";11
"4988362";"Circuito deportivo elemental";"052";"PROSPERIDAD";"05";"CHAMARTIN";"OPERATIVO";"443204.749";"4476943.933";"ETRS89";40.44120596;-3.66969138;"CALLE";"CORAZON DE MARIA";"18";"28002";"PARQUE PUERTA DE AMERICA";"20120209";"2018-12-20 00:00:00.0";"D0502";"AE21";4
"5056315";"Circuito deportivo elemental";"126";"ZOFIO";"12";"USERA";"OPERATIVO";"439010.211";"4469993.197";"ETRS89";40.37829350;-3.71848076;"AVENIDA";"PRINCESA JUANA DE AUSTRIA";"47";"28021";"AVDA PRINCESA JUANA DE AUSTRIA, 000047";"20127260";"2019-03-22 00:00:00.0";"D1254";"AE21";12
"5175231";"Circuito deportivo elemental";"086";"VALVERDE";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"441925.662";"4481663.994";"ETRS89";40.48363797;-3.68520443;"AVENIDA";"LLANO CASTELLANO";"3";"28034";"PARQUE DE BEGOÑA";"11047058";"2019-07-18 00:00:00.0";"D0855";"AE21";5
"5197210";"Circuito deportivo elemental";"071";"GAZTAMBIDE";"07";"CHAMBERI";"OPERATIVO";"439610.456";"4476075.538";"ETRS89";40.43312982;-3.71198732;"CALLE";"MELENDEZ VALDES";"32";"28015";;"20013208";"2019-09-09 00:00:00.0";"D0701";"AE21";5
"52070";"Circuito deportivo elemental";"065";"VALDEACEDERAS";"06";"TETUAN";"OPERATIVO";"439810.18";"4479701.686";"ETRS89";40.46581011;-3.70997645;;;;;"PARQUE AGUSTIN RODRIGUEZ SAHAGUN";"31028439";"2006-02-22 00:00:00.0";"D0650";"AE21";19
"52108";"Circuito deportivo elemental";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438845.589";"4469702.123";"ETRS89";40.37565929;-3.72039199;"AVENIDA";"PRINCESA JUANA DE AUSTRIA";"43";"28021";"AVDA PRINCESA JUANA DE AUSTRIA, 000043";"20026320";"2021-04-30 00:00:00.0";"D1150";"AE21";36
"52110";"Circuito deportivo elemental";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"437755.388";"4469213.208";"ETRS89";40.37117420;-3.73318571;"AVENIDA";"EURO";"12A";"28054";"AVDA EURO, 000012  A";"31045888";"2021-05-06 00:00:00.0";"D1152";"AE21";16
"52121";"Circuito deportivo elemental";"127";"PRADOLONGO";"12";"USERA";"OPERATIVO";"440129.743";"4469313.668";"ETRS89";40.37225312;-3.70522942;"AVENIDA";"POBLADOS";"169";"28041";"AVDA POBLADOS, 000169";"31007159";"2013-08-01 00:00:00.0";"D1250";"AE21";16
"52123";"Circuito deportivo elemental";"121";"ORCASITAS";"12";"USERA";"OPERATIVO";"439874.083";"4468712.145";"ETRS89";40.36681588;-3.70818397;"CALLE";"SIMCA";"4";"28041";"SIMCA, 000004";"31002263";"2013-08-01 00:00:00.0";"D1252";"AE21";6
"4792806";"Circuito deportivo elemental";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"447675.678";"4473620.376";"ETRS89";40.41155868;-3.61670268;"AVENIDA";"DAROCA";"299";"28032";"AVDA DAROCA, 000299";"31041868";"2017-12-12 00:00:00.0";"D1955";"AE21";7
"4794560";"Circuito deportivo elemental";"062";"CUATRO CAMINOS";"06";"TETUAN";"OPERATIVO";"441208.424";"4477835.587";"ETRS89";40.44909962;-3.69331162;"PASEO";"CASTELLANA";"75 B";"28046";;"20181752";"2018-06-18 00:00:00.0";"D0653";"AE21";9
"4985933";"Circuito deportivo elemental";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446385.044";"4468656.83";"ETRS89";40.36676172;-3.63149564;"CALLE";"PERALES DEL RIO";"14";"28031";"PERALES DEL RÍO, 000014";"31042406";"2018-06-01 00:00:00.0";"D1857";"AE21";6
"4988302";"Circuito deportivo elemental";"194";"EL CAÑAVERAL";"19";"VICALVARO";"OPERATIVO";"452083.521";"4472894.743";"ETRS89";40.40528707;-3.56469902;"CALLE";"ALTO DEL ESPARRAGAL";"214";"28052";"ALTO DEL ESPARRAGAL, 000214";"31047359";"2018-12-20 00:00:00.0";"D1958";"AE21";9
"4990656";"Circuito deportivo elemental";"044";"GUINDALERA";"04";"SALAMANCA";"OPERATIVO";"444017.168";"4476843.826";"ETRS89";40.44035924;-3.66010367;"AVENIDA";"BRASILIA";"4";"28028";"PARQUE LAS AVENIDAS";"31026006";"2019-01-14 00:00:00.0";"D0452";"AE21";15
"5107830";"Circuito deportivo elemental";"145";"FONTARRON";"14";"MORATALAZ";"OPERATIVO";"444361.494";"4473025.978";"ETRS89";40.40598907;-3.65570985;"AVENIDA";"MORATALAZ";"54";"28030";"AVDA MORATALAZ, 000054";"20152921";"2019-05-21 00:00:00.0";"D1454";"AE21";11
"5195385";"Circuito deportivo elemental";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"439209.51";"4466641.075";"ETRS89";40.34811036;-3.71581362;"CALLE";"SULFATO";"22E";"28021";"SULFATO, 000022  E";"20162505";"2019-09-25 00:00:00.0";"D1757";"AE21";8
"52042";"Circuito deportivo elemental";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441938.701";"4470854.699";"ETRS89";40.38626357;-3.68406303;"CALLE";"PUERTO DE LA CRUZ VERDE";"23";"28045";"Parque Enrique Tierno Galván";"20118243";"2021-04-05 00:00:00.0";"D0250";"AE21";12
"5209117";"Circuito deportivo elemental";"105";"CAMPAMENTO";"10";"LATINA";"OPERATIVO";"434271.754";"4471852.528";"ETRS89";40.39468279;-3.77448860;"CALLE";"CINE";"33";"28024";;"11066850";"2019-11-08 00:00:00.0";"D1058";"AE21";3
"52109";"Circuito deportivo elemental";"113";"SAN ISIDRO";"11";"CARABANCHEL";"OPERATIVO";"438192.2";"4472295.049";"ETRS89";40.39896939;-3.72833983;"PASEO";"ERMITA DEL SANTO";"74B";"28019";"PASEO ERMITA DEL SANTO, 000074  B";"31048276";"2004-01-01 00:00:00.0";"D1151";"AE21";26
"52111";"Circuito deportivo elemental";"114";"VISTA ALEGRE";"11";"CARABANCHEL";"OPERATIVO";"436321.807";"4470514.142";"ETRS89";40.38278531;-3.75020063;"CALLE";"FERNANDO DELGADO";"8";"28047";"FERNANDO DELGADO, 000008";"11074893";"2021-05-06 00:00:00.0";"D1153";"AE21";7
"52122";"Circuito deportivo elemental";"121";"ORCASITAS";"12";"USERA";"OPERATIVO";"439068.846";"4468763.844";"ETRS89";40.36722314;-3.71767257;"CALLE";"BEASAIN";"45";"28041";"BEASAIN, 000045";"31030933";"2013-08-01 00:00:00.0";"D1251";"AE21";15
"52130";"Circuito deportivo elemental";"134";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"OPERATIVO";"446218.377";"4471206.796";"ETRS89";40.38972276;-3.63367377;"CALLE";"RAFAEL FERNANDEZ HIJICOS";"23";"28038";"AVDA MIGUEL HERNÁNDEZ, 000011";"11096620";"2013-08-01 00:00:00.0";"D1350";"AE21";11
"52131";"Circuito deportivo elemental";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443686.861";"4469940.648";"ETRS89";40.37814925;-3.66338721;"AVENIDA";"ENTREVIAS";"92";"28053";"AVDA ENTREVÍAS, 000092";"11088012";"2013-08-01 00:00:00.0";"D1351";"AE21";11
"52138";"Circuito deportivo elemental";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"445697.526";"4473557.912";"ETRS89";40.41086927;-3.64001081;"AVENIDA";"DOCTOR GARCIA TAPIA";"123";"28030";"AVDA DOCTOR GARCÍA TAPIA, 000123";"11101400";"2013-08-01 00:00:00.0";"D1450";"AE21";9
"52141";"Circuito deportivo elemental";"141";"PAVONES";"14";"MORATALAZ";"OPERATIVO";"446857.937";"4472751.371";"ETRS89";40.40367833;-3.62626760;"CALLE";"ATENAS";"6B";"28030";"ATENAS, 000006  B";"20129222";"2013-08-01 00:00:00.0";"D1453";"AE21";1
"5219515";"Circuito deportivo elemental";"072";"ARAPILES";"07";"CHAMBERI";"OPERATIVO";"439726.495";"4476117.506";"ETRS89";40.43351630;-3.71062331;"CALLE";"GALILEO";"35";"28015";;"31044128";"2019-11-28 00:00:00.0";"D0702";"AE21";6
"5220798";"Circuito deportivo elemental";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449679.035";"4468767.417";"ETRS89";40.36796330;-3.59270862;"CALLE";"ALTO DEL RETIRO";"13";"28051";"ALTO DEL RETIRO, 000013";"31045486";"2020-01-13 00:00:00.0";"D1858";"AE21";8
"52212";"Circuito deportivo elemental";"172";"SAN CRISTOBAL";"17";"VILLAVERDE";"OPERATIVO";"441319.917";"4466329.168";"ETRS89";40.34545163;-3.69093646;"CALLE";"BURJASOT";"6";"28021";"BURJASOT, 000006";"11126090";"2004-01-01 00:00:00.0";"D1751";"AE21";4
"52214";"Circuito deportivo elemental";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440142.922";"4467232.006";"ETRS89";40.35350130;-3.70487883;"CALLE";"LA TABERNERA DEL PUERTO";"71";"28041";"LA TABERNERA DEL PUERTO, 000071";"31055514";"2015-04-05 00:00:00.0";"D1754";"AE21";5
"5224222";"Circuito deportivo elemental";"171";"VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE";"17";"VILLAVERDE";"OPERATIVO";"440624.653";"4465016.489";"ETRS89";40.33357704;-3.69900030;"CALLE";"TRANSVERSAL SEXTA";"20";"28021";"TRANSVERSAL SEXTA, 000020";"20161828";"2019-12-18 00:00:00.0";"D1758";"AE21";6
"5653806";"Circuito deportivo elemental";"208";"EL SALVADOR";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"446810.056";"4477232.672";"ETRS89";40.44404552;-3.62720670;;;;;;;"2015-07-24 00:00:00.0";;"PV24";10
"5653877";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438984.052";"4479183.02";"ETRS89";40.46107752;-3.71967055;;;;;;;"2009-12-29 00:00:00.0";;"PV24";2
"5653890";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438927.647";"4479067.913";"ETRS89";40.46003645;-3.72032471;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"5653899";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438919.845";"4479141.437";"ETRS89";40.46069821;-3.72042380;;;;;;;"2009-12-29 00:00:00.0";;"PV24";2
"5653903";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439096.557";"4478435.004";"ETRS89";40.45434736;-3.71827191;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"5653907";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438968.481";"4478488.091";"ETRS89";40.45481619;-3.71978738;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"5653914";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438874.688";"4478522.312";"ETRS89";40.45511758;-3.72089676;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"52132";"Circuito deportivo elemental";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443212.722";"4469309.766";"ETRS89";40.37243371;-3.66891616;"RONDA";"SUR";"219";"28053";"RDA SUR, 000008";"20084211";"2013-08-01 00:00:00.0";"D1352";"AE21";13
"52139";"Circuito deportivo elemental";"142";"HORCAJO";"14";"MORATALAZ";"OPERATIVO";"446663.399";"4473627.638";"ETRS89";40.41155985;-3.62863350;"CALLE";"FUENTE CARRANTONA";"61";"28030";"FUENTE CARRANTONA, 000061";"31041857";"2013-08-01 00:00:00.0";"D1451";"AE21";11
"5218552";"Circuito deportivo elemental";"064";"ALMENARA";"06";"TETUAN";"OPERATIVO";"440974.383";"4480217.328";"ETRS89";40.47053876;-3.69629290;"CALLE";"MONTOYA";"57";"28029";;"11033227";"2019-12-17 00:00:00.0";"D0654";"AE21";4
"5219935";"Circuito deportivo elemental";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446686.97";"4478402.96";"ETRS89";40.45458025;-3.62875627;;;;"28043";;;;"CD_110001";"PV24";4
"52211";"Circuito deportivo elemental";"173";"BUTARQUE";"17";"VILLAVERDE";"OPERATIVO";"442819.542";"4466123.631";"ETRS89";40.34370415;-3.67326168;"CALLE";"ESTEFANITA";"11";"28021";"ESTEFANITA, 000074";"31035895";"2004-01-01 00:00:00.0";"D1750";"AE21";11
"52213";"Circuito deportivo elemental";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440280.152";"4467622.804";"ETRS89";40.35703167;-3.70329950;"CALLE";"LA TABERNERA DEL PUERTO";"25";"28041";"LA TABERNERA DEL PUERTO, 000025";"31053320";"2015-04-05 00:00:00.0";"D1753";"AE21";3
"52215";"Circuito deportivo elemental";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440607.712";"4467971.266";"ETRS89";40.36019421;-3.69947465;"CALLE";"LA CANCION DEL OLVIDO";"52";"28041";"LA CANCIÓN DEL OLVIDO, 000052";"11129069";"2015-04-05 00:00:00.0";"D1755";"AE21";10
"5261893";"Circuito deportivo elemental";"054";"HISPANOAMERICA";"05";"CHAMARTIN";"OPERATIVO";"442938.95";"4478431.555";"ETRS89";40.45458897;-3.67295895;"CALLE";"PUERTO RICO";"22";"28016";"PARQUE ORLANDO ZAPATA TAMAYO";"11024272";"2020-02-03 00:00:00.0";"D0503";"AE21";13
"5653825";"Circuito deportivo elemental";"043";"FUENTE DEL BERRO";"04";"SALAMANCA";"OPERATIVO";"444022.896";"4474922.684";"ETRS89";40.42305296;-3.65986694;;;;;;;"2014-10-29 00:00:00.0";;"PV24";1
"5653881";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439202.418";"4478775.355";"ETRS89";40.45742112;-3.71705611;;;;;;;"2009-12-29 00:00:00.0";;"PV24";3
"5653896";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438897.19";"4478964.46";"ETRS89";40.45910227;-3.72067395;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"5653901";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439219.998";"4478724.406";"ETRS89";40.45696344;-3.71684391;;;;;;;"2009-12-29 00:00:00.0";;"PV24";2
"5653905";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439076.979";"4478382.736";"ETRS89";40.45387507;-3.71849777;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"5653909";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438967.331";"4478495.705";"ETRS89";40.45488470;-3.71980167;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"5653924";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438790.056";"4478480.258";"ETRS89";40.45473251;-3.72189076;;;;;;;"2009-12-29 00:00:00.0";;"PV24";2
"5653942";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438675.604";"4478433.465";"ETRS89";40.45430254;-3.72323595;;;;;;;"2009-12-29 00:00:00.0";;"PV24";1
"5653960";"Circuito deportivo elemental";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438599.065";"4478404.846";"ETRS89";40.45403908;-3.72413578;;;;;;;"2009-12-29 00:00:00.0";;"PV24";3
"7126154";"Circuito deportivo elemental";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"447051.449";"4472853.546";"ETRS89";40.40461112;-3.62399573;"CALLE";"LADERA DE LOS ALMENDROS";"2";"28032";;"31023316";"2020-06-30 00:00:00.0";"D1962";"AE21";4
"7126508";"Circuito deportivo elemental";"194";"EL CAÑAVERAL";"19";"VICALVARO";"OPERATIVO";"452953.836";"4471968.827";"ETRS89";40.39699535;-3.55437432;"CALLE";"ANNA FRANK";"1";"28052";;"31037313";"2020-06-24 00:00:00.0";"D1960";"AE21";7
"7143517";"Circuito deportivo elemental";"086";"VALVERDE";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"443003.48";"4484597.568";"ETRS89";40.51013948;-3.67275228;"CALLE";"PALAS DE REY";"17";"28050";"JUNTO PISTA DEPORTIVA";"31044373";"2020-09-10 00:00:00.0";"D0859";"AE21";8
